ID;cota;t_max;t_min;prec;vel_media;racha;ID_INCENDIO
49374;127;12.98;5.5;0.02;2.94;8;2008330257
49399;100;13.4;7.74;3.1;4.94;20.72;2008330305
49400;127;14.5;5.76;4.4;4;17.06;2008330306
49403;127;14.5;5.76;4.4;4;17.06;2008330310
49406;127;14.9;6.02;1.04;3.56;15.94;2008330320
49417;127;16.64;7.38;0;3.56;13.22;2008330344
49422;127;16.64;7.38;0;3.56;13.22;2008330349
49426;127;16.64;7.38;0;3.56;13.22;2008330355
49429;5;15.32;7.76;0;nan;nan;2008330360
49430;127;16.64;7.38;0;3.56;13.22;2008330362
49442;10;nan;nan;nan;1.1;nan;2008330376
49443;127;17.3;6.76;0;3;11.38;2008330377
49448;127;17.3;6.76;0;3;11.38;2008330382
49458;127;17.3;6.76;0;3;11.38;2008330393
49459;5;14.84;7.16;0;nan;nan;2008330394
49463;5;14.84;7.16;0;nan;nan;2008330400
49464;5;14.84;7.16;0;nan;nan;2008330401
49467;127;17.3;6.76;0;3;11.38;2008330410
49474;100;12.26;7.88;0;3.12;8.66;2008330421
49475;1510;10;-0.866666667;0;1.266666667;5.666666667;2008330422
49482;445;19.18;-0.64;0;1.34;4.8;2008330430
49486;127;16.22;5.44;0;2.38;9.1;2008330434
49493;127;16.22;5.44;0;2.38;9.1;2008330443
49494;100;12.26;7.88;0;3.12;8.66;2008330444
49498;100;12.26;7.88;0;3.12;8.66;2008330450
49499;100;11.58;6.94;0;3;7.56;2008330451
49515;5;13.16;5.36;0;nan;nan;2008330473
49518;127;15.46;4.72;0;2.6;8.38;2008330478
49518;127;15.46;4.72;0;2.6;8.38;2008330478
49524;10;14.3;6.4;nan;1.9;4.7;2008330487
49528;100;11.38;6.32;0;2.72;7.02;2008330496
49533;10;14.3;6.4;nan;1.9;4.7;2008330502
49542;127;15.02;4.32;0;2.44;7.88;2008330513
49546;127;15.02;4.32;0;2.44;7.88;2008330519
49551;5;13.52;5.34;0;nan;nan;2008330524
49553;100;11.88;6.58;0;3.06;8.02;2008330527
49562;127;14.72;4.34;0;2.6;8.28;2008330537
49569;127;14.72;4.34;0;2.6;8.28;2008330547
49570;127;14.72;4.34;0;2.6;8.28;2008330549
49572;10;14.3;6.4;nan;1.8;4.7;2008330555
49574;127;14.72;4.34;0;2.6;8.28;2008330558
49575;127;14.72;4.34;0;2.6;8.28;2008330559
49576;127;14.72;4.34;0;2.6;8.28;2008330560
49582;127;14.72;4.34;0;2.6;8.28;2008330569
49595;127;14.26;4.58;0;3.04;8.46;2008330586
49596;445;17.32;-2.78;0;1.28;5.38;2008330588
49599;10;15.55;6.65;0;1.766666667;5.25;2008330591
49600;10;15.55;6.65;0;1.766666667;5.25;2008330592
49610;5;13.96;5.44;0;nan;nan;2008330603
49613;5;13.96;5.44;0;nan;nan;2008330606
49615;127;14.26;4.58;0;3.04;8.46;2008330609
49616;127;14.26;4.58;0;3.04;8.46;2008330610
49617;127;14.26;4.58;0;3.04;8.46;2008330611
49618;127;14.26;4.58;0;3.04;8.46;2008330612
49630;10;15.63333333;6.833333333;0;1.675;5.066666667;2008330627
49637;10;15.63333333;6.833333333;0;1.675;5.066666667;2008330640
49638;10;15.63333333;6.833333333;0;1.675;5.066666667;2008330641
49639;10;15.63333333;6.833333333;0;1.675;5.066666667;2008330642
49641;10;15.63333333;6.833333333;0;1.675;5.066666667;2008330644
49642;127;14.68;5.12;0;3.32;8.68;2008330645
49644;100;13.06;7.9;0;2.82;9.42;2008330647
49663;127;14.4;4.98;0;3.54;8.68;2008330669
49668;10;15.1;6.875;0;2;6.15;2008330677
49676;10;14.925;6.75;0;1.68;6.15;2008330700
49686;127;14.16;4.84;0;3.48;9.02;2008330714
49692;127;14.16;4.84;0;3.48;9.02;2008330724
49700;10;14.925;6.75;0;1.68;6.15;2008330735
49701;10;14.925;6.75;0;1.68;6.15;2008330736
49702;10;14.925;6.75;0;1.68;6.15;2008330737
49705;5;14.74;6.34;0;nan;nan;2008330740
49707;127;14.16;4.84;0;3.48;9.02;2008330743
49715;5;14.74;6.34;0;nan;nan;2008330752
49723;10;15.2;7.1;0;1.5;5.98;2008330763
49739;127;14.9;5.14;0;3.14;8.3;2008330781
49740;25;25.78;16.02;0.42;4.6;13.06;2008330783
49741;127;14.9;5.14;0;3.14;8.3;2008330784
49742;127;14.9;5.14;0;3.14;8.3;2008330785
49743;127;14.9;5.14;0;3.14;8.3;2008330787
49744;445;16.72;-0.84;nan;1.56;7.16;2008330788
49745;445;16.72;-0.84;nan;1.56;7.16;2008330789
49747;100;13.66;9.3;0;3.6;10.9;2008330791
49749;10;15.2;7.1;0;1.5;5.98;2008330793
49753;127;14.16;4.84;0;3.48;9.02;2008330798
49754;10;15.2;7.1;0;1.5;5.98;2008330799
49756;10;15.2;7.1;0;1.5;5.98;2008330801
49764;60;nan;nan;nan;nan;27.775;2008330814
49768;60;nan;nan;nan;nan;30;2008330820
49769;60;nan;nan;nan;nan;30;2008330821
49770;60;nan;nan;nan;nan;30;2008330822
49772;127;17.88;9.98;1.46;6.16;14.62;2008330826
49773;127;17.88;9.98;1.46;6.16;14.62;2008330827
49784;127;17.88;9.98;1.46;6.16;14.62;2008330839
49788;127;17.88;9.98;1.46;6.16;14.62;2008330844
49789;127;17.88;9.98;1.46;6.16;14.62;2008330845
49790;127;17.88;9.98;1.46;6.16;14.62;2008330846
49791;127;17.88;9.98;1.46;6.16;14.62;2008330847
49792;127;17.88;9.98;1.46;6.16;14.62;2008330848
49793;60;nan;nan;nan;nan;30;2008330850
49796;60;nan;nan;nan;nan;23.16666667;2008330856
49798;127;17.88;10.1;0.94;4.66;12.74;2008330858
49814;127;17.3;9.32;0.94;4.34;12.96;2008330890
49815;100;15.38;11.16;0.26;5.06;13.82;2008330891
49820;127;12.44;5.8;nan;4.74;12.18;2008330908
49824;100;11.52;7.26;3.7;5.38;15.24;2008330914
49826;60;nan;nan;nan;nan;31.56666667;2008330917
49828;60;nan;nan;nan;nan;31.56666667;2008330920
49830;127;14.9;5.14;0;3.14;8.3;2008330923
49831;5;14.88;6.84;0;nan;nan;2008330924
49832;10;15.2;7.1;0;1.5;5.98;2008330926
49835;5;14.88;6.84;0;nan;nan;2008330930
49841;127;14.9;5.14;0;3.14;8.3;2008330937
49844;100;13.66;9.3;0;3.6;10.9;2008330941
49845;100;13.66;9.3;0;3.6;10.9;2008330942
49846;100;13.66;9.3;0;3.6;10.9;2008330943
49858;10;14.8;7.15;0;1.32;6.025;2008330961
49859;10;14.8;7.15;0;1.32;6.025;2008330962
49860;10;14.8;7.15;0;1.32;6.025;2008330963
49864;100;13.84;9.92;0.02;3.32;9.9;2008330968
49867;10;14.8;7.15;0;1.32;6.025;2008330975
49869;127;15.12;6.42;0;2.6;7.9;2008330977
49885;127;15.84;8.22;0;2.42;7.96;2008330999
49887;100;14.34;10.72;0.02;3.2;7.78;2008331007
49888;5;15.72;10.14;0;nan;nan;2008331010
49889;5;15.72;10.14;0;nan;nan;2008331011
49892;100;14.34;10.72;0.02;3.2;7.78;2008331015
49899;1510;8.48;0.48;0.2;1.94;8.88;2008331024
49902;100;14.02;10.3;0.02;3.14;8.38;2008331029
49905;10;nan;nan;0;1.466666667;nan;2008331032
49906;10;nan;nan;0;1.466666667;nan;2008331033
49907;127;15.56;9.04;0;2.82;7.74;2008331038
49913;5;16.44;10.38;0;nan;nan;2008331047
49915;1510;8.48;0.48;0.2;1.94;8.88;2008331050
49916;127;15.56;9.04;0;2.82;7.74;2008331052
49917;127;15.56;9.04;0;2.82;7.74;2008331053
49918;127;15.56;9.04;0;2.82;7.74;2008331054
49920;127;15.56;9.04;0;2.82;7.74;2008331056
49921;127;15.56;9.04;0;2.82;7.74;2008331057
49922;127;15.56;9.04;0;2.82;7.74;2008331059
49923;127;15.56;9.04;0;2.82;7.74;2008331060
49924;127;15.56;9.04;0;2.82;7.74;2008331061
49928;1510;8.88;0.72;0.22;1.76;8.1;2008331067
49942;10;16.7;10.9;0;1.65;5.8;2008331090
49947;10;16.7;10.9;0;1.65;5.8;2008331098
49948;10;16.7;10.9;0;1.65;5.8;2008331099
49949;127;15.7;8.88;0.02;2.86;7.74;2008331102
49955;127;15.96;9.1;0.08;2.54;7.84;2008331111
49966;127;15.24;9.26;nan;2.4;7.9;2008331135
49968;127;15.24;9.26;nan;2.4;7.9;2008331138
49969;100;14.22;11.08;0.12;2.18;8.04;2008331142
49970;60;nan;nan;nan;nan;25.4;2008331143
49972;100;10.9;6.04;1.88;3.22;14.12;2008331148
49975;60;nan;nan;nan;nan;29.7;2008331156
49982;100;13.22;8.4;2.2;6.64;19.84;2008331172
49983;100;13.22;8.4;2.2;6.64;19.84;2008331173
49986;127;14.18;7.66;1.6;7.04;17.56;2008331177
49987;60;nan;nan;nan;nan;30;2008331178
49988;60;nan;nan;nan;nan;30;2008331179
49991;127;14.18;7.66;1.6;7.04;17.56;2008331185
49994;127;14.18;7.66;1.6;7.04;17.56;2008331188
49995;127;14.18;7.66;1.6;7.04;17.56;2008331190
50001;127;14.18;7.66;1.6;7.04;17.56;2008331197
50002;127;14.18;7.66;1.6;7.04;17.56;2008331198
50003;127;14.18;7.66;1.6;7.04;17.56;2008331203
50004;127;14.18;7.66;1.6;7.04;17.56;2008331204
50007;60;nan;nan;nan;nan;27.775;2008331209
50013;127;15.58;9.46;1.34;7.1;18.34;2008331225
50019;127;15.58;9.46;1.34;7.1;18.34;2008331232
50021;127;15.36;7.82;1.52;4.56;13.06;2008331236
50023;127;14.8;8.06;0.18;5.44;13.44;2008331242
50025;60;nan;nan;nan;nan;25.3;2008331244
50026;127;14.8;8.06;0.18;5.44;13.44;2008331245
50029;100;13.54;10.46;0.08;6.84;16.66;2008331251
50032;127;15.2;7.84;0;5.1;12.44;2008331256
50033;127;15.2;7.84;0;5.1;12.44;2008331257
50035;127;15.2;7.84;0;5.1;12.44;2008331259
50036;60;nan;nan;nan;5.8;nan;2008331266
50038;60;nan;nan;nan;5.8;nan;2008331273
50039;10;nan;nan;nan;3.9;nan;2008331278
50040;127;15.7;7.02;0;4.88;11.62;2008331281
50041;127;15.7;7.02;0;4.88;11.62;2008331282
50042;60;nan;nan;nan;5.8;nan;2008331283
50043;60;nan;nan;nan;5.8;nan;2008331285
50044;100;13.74;10.36;0;7.16;16.32;2008331286
50059;10;nan;nan;nan;3.425;nan;2008331311
50060;10;nan;nan;nan;3.425;nan;2008331312
50062;127;15.86;6.62;3.1;4.1;13.76;2008331317
50065;10;15.5;11.1;0;4.175;17.2;2008331321
50066;127;15.7;7.1;4.26;5.02;16.96;2008331324
50068;10;nan;nan;nan;2.125;nan;2008331332
50069;10;nan;nan;nan;2.125;nan;2008331333
50076;60;nan;nan;nan;2.5;nan;2008331345
50077;60;nan;nan;nan;2.5;nan;2008331346
50078;10;nan;nan;nan;2.125;nan;2008331350
50080;127;17.22;9.78;1.9;5.52;16.12;2008331358
50082;60;nan;nan;nan;nan;24.9;2008331360
50083;127;16.4;8.38;1.9;5.4;16.18;2008331366
50085;127;19.24;8.04;1.6;4.46;13.4;2008331373
50086;10;17.1;8.5;0;1.85;14.3;2008331374
50087;10;17.1;8.5;0;1.85;14.3;2008331376
50089;127;19.24;8.04;1.6;4.46;13.4;2008331378
50101;10;24.18;19.4;0.28;2.06;7;2008331436
50104;127;22.82;15.06;3.14;2.76;9.12;2008331458
50106;1510;15.5;4.62;2.14;3.36;11.88;2008331463
50108;1510;16.84;5.68;0.24;3.04;10.72;2008331466
50111;127;21.1;13.3;0.02;3.24;9.04;2008331477
50112;100;20.76;16.06;0;4.24;11.94;2008331481
50113;127;22.7;14.98;0.02;4.24;11.6;2008331484
50114;60;nan;nan;nan;6.1;nan;2008331486
50117;60;nan;nan;nan;6.1;nan;2008331491
50119;1510;21.92;7.42;1.72;3.12;8.32;2008331493
50121;60;nan;nan;nan;6.1;nan;2008331497
50122;127;15.06;6.28;6.32;5.82;19;2008331508
50123;127;15.82;7.68;2.76;6.9;21.62;2008331510
50124;127;12.98;5.5;0.02;2.94;8;2008331511
50125;127;17.3;6.76;0;3;11.38;2008331514
50126;127;17.3;6.76;0;3;11.38;2008331515
50127;127;14.9;5.14;0;3.14;8.3;2008331519
50128;127;15.56;9.04;0;2.82;7.74;2008331522
50129;127;15.58;9.46;1.34;7.1;18.34;2008331531
50141;127;19.88;12.92;0;3.62;10.28;2008331574
50147;60;nan;nan;nan;4.4;nan;2008331601
50148;60;nan;nan;nan;4.4;nan;2008331602
50149;127;19.66;12.16;0.02;3.9;9.96;2008331603
50151;10;21.4;11;0;1.88;7.8;2008331607
50158;100;19.8;14;0.125;3.08;9.575;2008331623
50160;60;nan;nan;nan;4.4;nan;2008331645
50161;60;nan;nan;nan;4.4;nan;2008331646
50163;60;nan;nan;nan;4.4;nan;2008331651
50166;127;19.12;10.04;0.02;4.72;10.84;2008331656
50167;10;21.4;11;0;1.88;7.8;2008331657
50170;127;19.62;10.66;0.08;2.9;7.38;2008331667
50185;10;12;5.375;nan;2.22;6.3;2008331720
50186;127;12.12;3.62;0;3.42;8.1;2008331721
50187;100;9.75;6.3;0;3.1;8.9;2008331723
50196;1510;7.866666667;-0.333333333;0;3.4;8.9;2008340009
50198;1510;9.333333333;-2.566666667;0;2;6.833333333;2008340012
50201;830;12.46;0.16;0;3.06;10.82;2008340020
50204;1510;9.1;0.2;0.333333333;4.433333333;11.96666667;2008340032
50207;830;28.8;10.5;0;2.88;10.38;2008340044
50209;1510;23.48;9.64;0;3.82;9.44;2008340047
50211;1510;19.62;8.96;0.02;3.98;9.38;2008340049
50213;830;28.24;9.88;0;2.06;9.8;2008340054
50216;830;22.54;4.64;0.04;1.82;8.72;2008340063
50218;1140;21.42;8.06;0.12;2.22;8.62;2008340066
50219;1140;18.1;4.48;0;2.72;10.06;2008340068
50222;1140;17.8;3.166666667;0;2.64;9.233333333;2008340079
50223;52;27.92;21;0;2.1;8.12;2008350032
50224;52;19.36;12.68;0;2;7.8;2008350050
50225;240;16.6;5.32;0;0.375;5.975;2008360006
50226;240;13.94;2.56;0.06;0.65;6.325;2008360012
50227;370;18.08;7.64;nan;2.6;8.1;2008360022
50228;370;19.38;7.24;nan;1.72;5.98;2008360035
50229;370;20.1;6.58;nan;1.78;5.48;2008360038
50230;370;19.12;6.34;0;1.98;5.2;2008360053
50231;370;19.12;6.34;0;1.98;5.2;2008360056
50232;108;19.58;8.1;0;1.32;6.62;2008360061
50234;370;18.06;5.56;0;1.88;5.6;2008360075
50235;100;18.66;1.5;0;2.9;7.86;2008360079
50236;240;18.82;3.66;0;0.66;5.26;2008360083
50237;240;18.82;3.66;0;0.66;5.26;2008360084
50238;261;17.48;6.24;0;2.9;9.34;2008360094
50239;240;18.7;3.9;0;0.72;5.1;2008360098
50240;240;18.7;3.9;0;0.72;5.1;2008360106
50241;240;18.4;4.42;0.02;0.94;5.94;2008360113
50242;240;18.4;4.42;0.02;0.94;5.94;2008360115
50243;370;17.14;5.96;0;2.16;7.1;2008360117
50246;261;17.08;6.84;0.16;2.68;9.12;2008360126
50247;370;17.14;5.96;0;2.16;7.1;2008360127
50271;370;21.06;9.76;2.86;3;10.56;2008360298
50272;370;21.3;8.9;nan;2.44;8.76;2008360308
50273;370;17.76;9.08;2.3;3.16;10.34;2008360310
50274;370;19.9;9.48;0.22;3.38;9.84;2008360320
50275;261;24.58;12.9;0;4.36;11.94;2008360338
50276;685;20.84;11.32;nan;nan;nan;2008360344
50277;261;20.2;11.42;nan;4.02;10.62;2008360348
50278;261;23.06;14.02;nan;3.78;11.52;2008360368
50279;261;21.82;13.18;nan;3.68;10.82;2008360391
50280;370;20.94;9.4;0;2.9;8.94;2008360402
50281;261;23.14;12.32;0.04;3.62;9.94;2008360413
50282;230;nan;nan;0;7.1;nan;2008360416
50283;261;28.14;15.74;0;3.56;9.72;2008360433
50284;261;28.14;15.74;0;3.56;9.72;2008360434
50285;685;22.96;11.92;nan;nan;nan;2008360436
50286;685;24.42;11.74;nan;nan;nan;2008360448
50287;370;25.16;13.78;nan;3.9;10;2008360452
50288;370;23.54;14.06;nan;3.06;9.4;2008360503
50289;240;28.4;14.975;0.05;1;6.05;2008360555
50290;370;19.52;9.78;6.62;3.7;11.78;2008360572
50291;370;23.24;10.92;nan;1.92;7.82;2008360588
50292;370;22.36;9.64;nan;1.86;6.98;2008360605
50293;240;21.7;10.975;0;1.12;8;2008360617
50295;370;17.66;7.82;nan;3.2;9.3;2008360631
50321;680;13.5;0.54;0.8;3.22;14.94;2008370040
50322;769;13.93333333;-2.8;0;nan;nan;2008370041
50323;415;19.98;8.58;0.26;1.84;10.4;2008370048
50324;775;18.16;2.9;0.12;2.3;10.04;2008370049
50325;775;18.16;2.9;0.12;2.3;10.04;2008370050
50326;680;19.64;4.4;0.02;2.5;8.78;2008370054
50327;775;22.8;3.2;0;1.66;8;2008370058
50328;775;20.16;6;0;2.78;10.42;2008370064
50329;769;25.26;8.7;0;4.88;11.78;2008370079
50330;769;26.92;8.14;0;3.88;12.34;2008370088
50331;656;27.76;12.08;0;2.5;8.18;2008370089
50332;769;27.42;7.92;0;3.82;12.72;2008370090
50333;769;27.46;10.4;0;3.6;10.66;2008370097
50334;775;30.34;12.24;0;1.4;6.76;2008370099
50335;769;32.38;12.64;0;3.28;9.34;2008370102
50336;769;34.44;15.28;0.04;3.56;10.62;2008370105
50337;775;34.5;15.16;0;1.78;9.04;2008370108
50338;769;34.54;15.04;0.04;3.9;11.4;2008370112
50339;775;34.64;15.4;0;2;10.16;2008370115
50340;656;31;13.56;0;2.84;9;2008370116
50341;769;30.02;11.5;0;3.48;11.46;2008370124
50342;680;29.46;11.22;0;2.56;9.4;2008370125
50343;680;30.82;11.78;0;2.3;9.12;2008370131
50344;656;31.84;14.96;0;2.1;7.78;2008370133
50345;680;33.32;13.74;0;1.96;9.1;2008370142
50371;769;20.86;5;2.88;2.16;10.6;2008370281
50372;775;20.7;6.4;2;1.9;10.04;2008370286
50373;769;23.08;9.9;0.28;2.38;11.94;2008370291
50374;656;21.72;10.68;1.02;0.82;5.44;2008370294
50375;769;12.44;0.68;0.36;3.22;10.78;2008370296
50376;680;7.84;-2.12;0.325;3.45;13.72;2008370303
50377;680;7.84;-2.12;0.325;3.45;13.72;2008370304
50378;775;8.4;-2.22;0;1.44;6;2008370305
50379;680;8.64;-3.42;0;1.46;4.62;2008370306
50380;775;8.56;-2.78;0;1.36;6.4;2008370309
50381;15;25.98;21.26;0;3.72;14.78;2008380012
50382;15;27.92;22.46;0;3.44;13.56;2008380026
50383;632;28.66;16.82;0;6.9;13.35;2008380027
50384;632;25.16;17.06;nan;8.3;13.74;2008380031
50385;10;26.22;18.72;0;4.74;18.88;2008384003
50386;10;19.82;15.3;0.36;5.44;15.8;2008384007
50387;10;23.94;19.94;0.06;4.08;11.34;2008386038
50388;3;13.4;4.34;1.22;nan;nan;2008390001
50389;3;13.4;4.34;1.22;nan;nan;2008390002
50390;3;13.54;5.44;1;nan;nan;2008390003
50391;3;16.14;9.74;nan;nan;nan;2008390004
50393;3;16.06;8.58;nan;nan;nan;2008390006
50394;3;16.06;8.58;nan;nan;nan;2008390007
50395;38;15.12;7.76;0.24;1.66;7.62;2008390008
50421;3;15.18;5.3;0.2;nan;nan;2008390039
50423;3;14.24;5.06;0.48;nan;nan;2008390041
50424;3;12.92;3.46;0.28;nan;nan;2008390042
50428;3;14.92;7.92;3.76;nan;nan;2008390046
50429;38;13.68;4.58;5.42;3.5;15.46;2008390047
50431;38;15.22;5.28;0.94;3.24;11.06;2008390052
50432;3;16.68;7.72;1.14;nan;nan;2008390053
50433;10;14;6.133333333;11.8;2.66;19;2008390054
50434;10;14.4;5.4;2.9;2.966666667;18.9;2008390055
50435;38;15.22;5.28;0.94;3.24;11.06;2008390056
50436;38;14.3;5.54;0.04;2.8;7.96;2008390057
50437;38;14.3;5.54;0.04;2.8;7.96;2008390058
50438;3;15.7;7.04;nan;nan;nan;2008390061
50440;38;14.3;5.54;0.04;2.8;7.96;2008390064
50441;3;15.7;7.04;nan;nan;nan;2008390065
50442;38;13.74;5.04;0.08;2.02;4.74;2008390066
50443;38;13.74;5.04;0.08;2.02;4.74;2008390067
50444;38;13.74;5.04;0.08;2.02;4.74;2008390068
50445;38;13.74;5.04;0.08;2.02;4.74;2008390069
50446;3;14.24;5.06;0.48;nan;nan;2008390070
50447;10;nan;nan;nan;1.1;nan;2008390073
50461;3;15.7;7.04;nan;nan;nan;2008390089
50462;3;15.2;6.9;nan;nan;nan;2008390090
50464;3;14.2;4.9;nan;nan;nan;2008390092
50465;3;14.2;4.9;nan;nan;nan;2008390093
50466;3;13.44;3.58;nan;nan;nan;2008390094
50467;38;11.54;3.7;0.1;1.62;4.38;2008390095
50468;3;13.44;3.58;nan;nan;nan;2008390096
50469;38;11.54;3.7;0.1;1.62;4.38;2008390097
50470;38;11.54;3.7;0.1;1.62;4.38;2008390098
50471;3;13.72;3.42;nan;nan;nan;2008390099
50472;3;13.72;3.42;nan;nan;nan;2008390100
50473;38;11.14;3.22;0.06;1.66;4.5;2008390101
50474;3;13.72;3.42;nan;nan;nan;2008390103
50475;38;11.14;3.22;0.06;1.66;4.5;2008390104
50477;38;11.14;3.22;0.06;1.66;4.5;2008390106
50479;3;14.7;4.04;0.02;nan;nan;2008390108
50480;3;14.7;4.04;0.02;nan;nan;2008390109
50481;3;14.7;4.04;0.02;nan;nan;2008390110
50483;38;12;3.24;0.06;1.66;5.88;2008390112
50484;38;12;3.24;0.06;1.66;5.88;2008390113
50485;38;12;3.24;0.06;1.66;5.88;2008390114
50486;38;12;3.24;0.06;1.66;5.88;2008390115
50487;38;14.26;4.72;1.22;3.34;12.74;2008390116
50512;38;13.38;3.52;0.02;1.76;6.38;2008390144
50513;3;15.8;4.12;0;nan;nan;2008390145
50514;10;15.55;6.65;0;1.766666667;5.25;2008390146
50515;10;15.55;6.65;0;1.766666667;5.25;2008390147
50516;3;16.16;4.88;0;nan;nan;2008390148
50517;3;16.16;4.88;0;nan;nan;2008390149
50518;3;16.16;4.88;0;nan;nan;2008390150
50519;38;14.3;5.54;0.04;2.8;7.96;2008390151
50520;3;13.44;3.58;nan;nan;nan;2008390152
50521;3;13.44;3.58;nan;nan;nan;2008390153
50522;3;16.16;4.88;0;nan;nan;2008390154
50523;3;16.16;4.88;0;nan;nan;2008390155
50525;38;14.22;4.28;0;1.85;6.875;2008390157
50526;10;15.63333333;6.833333333;0;1.675;5.066666667;2008390160
50527;38;14.22;4.28;0;1.85;6.875;2008390161
50528;38;14.22;4.28;0;1.85;6.875;2008390162
50529;38;14.22;4.28;0;1.85;6.875;2008390163
50530;10;15.63333333;6.833333333;0;1.675;5.066666667;2008390164
50531;38;14.22;4.28;0;1.85;6.875;2008390165
50532;3;16.16;5.32;0;nan;nan;2008390166
50534;38;14.2;4.4;0;1.833333333;7.5;2008390168
50536;38;14.2;4.4;0;1.833333333;7.5;2008390170
50537;3;16.16;5.32;0;nan;nan;2008390171
50561;10;14.925;6.75;0;1.68;6.15;2008390198
50562;10;14.925;6.75;0;1.68;6.15;2008390199
50563;3;16.68;7.72;1.14;nan;nan;2008390200
50564;3;15.7;7.04;nan;nan;nan;2008390201
50565;3;15.7;7.04;nan;nan;nan;2008390202
50566;3;15.7;7.04;nan;nan;nan;2008390203
50567;3;15.2;6.9;nan;nan;nan;2008390204
50568;3;16.16;4.88;0;nan;nan;2008390206
50569;3;16.16;5.32;0;nan;nan;2008390207
50570;3;16.28;5.48;0;nan;nan;2008390208
50571;38;13.74;5.04;0.08;2.02;4.74;2008390209
50572;38;13.74;5.04;0.08;2.02;4.74;2008390210
50573;38;14.32;4.6;0;1.8;8.6;2008390212
50574;38;14.32;4.6;0;1.8;8.6;2008390213
50575;38;14.32;4.6;0;1.8;8.6;2008390214
50576;38;14.32;4.6;0;1.8;8.6;2008390215
50577;38;14.32;4.6;0;1.8;8.6;2008390216
50578;38;14.32;4.6;0;1.8;8.6;2008390217
50579;38;14.32;4.6;0;1.8;8.6;2008390218
50580;38;14.32;4.6;0;1.8;8.6;2008390219
50581;10;14.925;6.75;0;1.68;6.15;2008390220
50582;38;14.32;4.6;0;1.8;8.6;2008390221
50583;38;14.6;5.7;0;1.9;6.4;2008390222
50584;3;16.46;6.56;nan;nan;nan;2008390223
50610;3;15.72;8;1.36;nan;nan;2008390253
50611;3;16.68;7.72;1.14;nan;nan;2008390254
50612;3;16.68;7.72;1.14;nan;nan;2008390255
50613;3;15.7;7.04;nan;nan;nan;2008390256
50614;3;15.7;7.04;nan;nan;nan;2008390257
50615;3;15.7;7.04;nan;nan;nan;2008390258
50616;3;14.2;4.9;nan;nan;nan;2008390260
50617;3;13.44;3.58;nan;nan;nan;2008390261
50618;3;13.44;3.58;nan;nan;nan;2008390262
50619;3;13.44;3.58;nan;nan;nan;2008390263
50620;3;13.44;3.58;nan;nan;nan;2008390264
50621;3;13.72;3.42;nan;nan;nan;2008390265
50622;3;14.7;4.04;0.02;nan;nan;2008390266
50623;3;14.7;4.04;0.02;nan;nan;2008390267
50624;3;17.54;10;1.86;nan;nan;2008390268
50625;38;14.38;8.58;0.2;nan;nan;2008390269
50626;3;16.66;8.82;nan;nan;nan;2008390270
50627;38;14.38;8.58;0.2;nan;nan;2008390271
50628;3;15.8;4.12;0;nan;nan;2008390272
50629;3;16.16;4.88;0;nan;nan;2008390273
50630;3;16.16;4.88;0;nan;nan;2008390274
50631;3;16.16;4.88;0;nan;nan;2008390275
50632;3;16.28;5.48;0;nan;nan;2008390276
50633;3;16.46;6.56;nan;nan;nan;2008390277
50634;3;15.96;9.84;nan;nan;nan;2008390278
50661;38;14.38;8.58;0.2;nan;nan;2008390305
50662;10;16.7;10.9;0;1.933333333;5.8;2008390306
50663;10;16.7;10.9;0;1.933333333;5.8;2008390307
50664;3;16.82;8.3;nan;nan;nan;2008390308
50665;3;16.82;8.3;nan;nan;nan;2008390309
50666;38;14.54;8.04;0;nan;nan;2008390310
50667;38;14.54;8.04;0;nan;nan;2008390311
50668;38;14.54;8.04;0;nan;nan;2008390312
50669;38;14.54;8.04;0;nan;nan;2008390313
50670;38;14.54;8.04;0;nan;nan;2008390315
50671;10;16.7;10.9;0;1.933333333;5.8;2008390316
50672;3;16.82;8.3;nan;nan;nan;2008390317
50673;3;16.82;8.3;nan;nan;nan;2008390318
50674;3;16.82;8.3;nan;nan;nan;2008390319
50675;38;14.54;8.04;0;nan;nan;2008390320
50676;38;14.54;8.04;0;nan;nan;2008390322
50677;38;14.54;8.04;0;nan;nan;2008390323
50678;10;16.7;10.9;0;1.933333333;5.8;2008390326
50679;3;17.34;8.26;nan;nan;nan;2008390330
50680;10;16.7;10.9;0;1.65;5.8;2008390331
50681;38;14.52;8.4;0;nan;nan;2008390332
50682;38;14.52;8.4;0;nan;nan;2008390333
50683;38;14.52;8.4;0;nan;nan;2008390334
50684;10;16.7;10.9;0;1.65;5.8;2008390336
50711;3;18.84;10.48;0.04;nan;nan;2008390371
50713;38;15.56;7.82;4;2.48;10.52;2008390374
50714;3;18.64;10.12;3.54;nan;nan;2008390375
50716;38;14.92;7.7;7.26;3.04;11.86;2008390377
50717;38;13.9;9;1.28;5.72;13.44;2008390378
50718;38;13.9;9;1.28;5.72;13.44;2008390379
50719;38;13.9;9;1.28;5.72;13.44;2008390380
50721;10;nan;nan;nan;3.9;nan;2008390382
50722;38;13.92;8.02;0;4.62;10.2;2008390383
50723;870;13.94;-2.52;2.06;2.5;8.82;2008390384
50725;10;nan;nan;nan;3.425;nan;2008390386
50726;10;15.5;11.1;0;4.175;17.2;2008390387
50727;38;15.78;7.32;0.56;4;17.12;2008390388
50728;10;15.5;11.1;8.8;3.66;19.15;2008390389
